group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
dog_VS_macaque	dog	macaque	765	117868629	5	17719628	dog	4.72E-39	7.13E-36	Caffeine metabolism	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	240	117868629	115	17719628	dog	5.10E-21	6.46E-18	Calcium signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_macaque	dog	macaque	16222	117868629	1365	17719628	dog	1.29E-110	2.56E-107	Caprolactam degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	71588	117868629	8660	17719628	dog	5.57E-86	1.05E-82	Carbapenem biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	39128	117868629	7864	17719628	dog	1.53E-114	3.07E-111	Carbohydrate digestion and absorption	Organismal Systems	Digestive system
dog_VS_macaque	dog	macaque	91284	117868629	14929	17719628	dog	3.40E-21	4.33E-18	Carbohydrate metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	2230	117868629	614	17719628	dog	6.40E-36	9.43E-33	Cardiac muscle contraction	Organismal Systems	Circulatory system
dog_VS_macaque	dog	macaque	3521	117868629	1017	17719628	dog	1.88E-66	3.37E-63	Carotenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_macaque	dog	macaque	10	117868629	39	17719628	dog	7.18E-26	9.65E-23	Cell adhesion molecules	Environmental Information Processing	Signaling molecules and interaction
dog_VS_macaque	dog	macaque	15	117868629	42	17719628	dog	2.17E-25	2.89E-22	Cell adhesion molecules	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	48	117868629	52	17719628	dog	1.44E-20	1.80E-17	Cell cycle	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	498809	117868629	71710	17719628	dog	1.73E-29	2.41E-26	Cell cycle - Caulobacter	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	78	117868629	46	17719628	dog	1.28E-11	1.31E-08	Cell cycle - yeast	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	608126	117868629	88776	17719628	dog	2.00E-16	2.34E-13	Cell growth	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_macaque	dog	macaque	9860	117868629	2982	17719628	dog	5.41E-215	1.25E-211	Cell motility	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
dog_VS_macaque	dog	macaque	57	117868629	29	17719628	dog	7.53E-07	0.000599267	Cellular senescence	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	219234	117868629	24565	17719628	dog	0	0	Central carbon metabolism in cancer	Human Diseases	Cancer: overview
dog_VS_macaque	dog	macaque	4141	117868629	63	17719628	dog	3.17E-167	6.91E-164	Chagas disease	Human Diseases	Infectious disease: parasitic
dog_VS_macaque	dog	macaque	1218958	117868629	236028	17719628	dog	0	0	Chaperones and folding catalysts	Brite Hierarchies	Protein families: genetic information processing
dog_VS_macaque	dog	macaque	13100	117868629	913	17719628	dog	1.41E-139	2.96E-136	Chemical carcinogenesis	Human Diseases	Cancer: overview
dog_VS_macaque	dog	macaque	1	117868629	22	17719628	dog	7.26E-19	8.80E-16	Chemokine signaling pathway	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	97550	117868629	10094	17719628	dog	0.00E+00	7.85E-306	Chloroalkane and chloroalkene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	34377	117868629	3766	17719628	dog	2.00E-82	3.72E-79	Chlorocyclohexane and chlorobenzene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	3358	117868629	939	17719628	dog	2.13E-56	3.60E-53	Cholesterol metabolism	Organismal Systems	Digestive system
dog_VS_macaque	dog	macaque	1696977	117868629	285167	17719628	dog	0	0	Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing
dog_VS_macaque	dog	macaque	17	117868629	28	17719628	dog	2.01E-14	2.22E-11	Circadian entrainment	Organismal Systems	Environmental adaptation
dog_VS_macaque	dog	macaque	0	117868629	20	17719628	dog	2.11E-18	2.53E-15	Circadian rhythm	Organismal Systems	Environmental adaptation
dog_VS_macaque	dog	macaque	497791	117868629	87855	17719628	dog	0	0	Citrate cycle (TCA cycle)	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	1383	117868629	6	17719628	dog	8.28E-74	1.51E-70	Cocaine addiction	Human Diseases	Substance dependence
dog_VS_macaque	dog	macaque	37466	117868629	3019	17719628	dog	1.82E-284	4.48E-281	Cofactor metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	1917	117868629	999	17719628	dog	6.59E-188	1.48E-184	Colorectal cancer	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	14	117868629	68	17719628	dog	2.56E-46	4.07E-43	Complement and coagulation cascades	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	229	117868629	948	17719628	dog	0	0	Coronavirus disease - COVID-19	Human Diseases	Infectious disease: viral
dog_VS_macaque	dog	macaque	27	117868629	71	17719628	dog	4.40E-41	6.73E-38	Cortisol synthesis and secretion	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	238993	117868629	30961	17719628	dog	2.17E-139	4.54E-136	Cyanoamino acid metabolism	Metabolism	Metabolism of other amino acids
dog_VS_macaque	dog	macaque	1001426	117868629	141134	17719628	dog	6.01E-117	1.21E-113	Cysteine and methionine metabolism	Metabolism	Amino acid metabolism
dog_VS_macaque	dog	macaque	1328	117868629	284	17719628	dog	2.14E-07	0.000177122	Cytochrome P450	Brite Hierarchies	Protein families: metabolism
dog_VS_macaque	dog	macaque	0	117868629	8	17719628	dog	8.51E-08	7.18E-05	Cytokine-cytokine receptor interaction	Environmental Information Processing	Signaling molecules and interaction
dog_VS_macaque	dog	macaque	0	117868629	8	17719628	dog	8.51E-08	7.18E-05	Cytokine receptors	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	369111	117868629	47455	17719628	dog	1.50E-235	3.53E-232	Cytoskeleton proteins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	3	117868629	99	17719628	dog	3.64E-83	6.81E-80	Cytosolic DNA-sensing pathway	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	143700	117868629	20296	17719628	dog	5.00E-17	5.90E-14	D-Alanine metabolism	Metabolism	Metabolism of other amino acids
dog_VS_macaque	dog	macaque	8556	117868629	784	17719628	dog	9.30E-46	1.47E-42	D-Arginine and D-ornithine metabolism	Metabolism	Metabolism of other amino acids
dog_VS_macaque	dog	macaque	3057237	117868629	493375	17719628	dog	0	0	DNA repair and recombination proteins	Brite Hierarchies	Protein families: genetic information processing
dog_VS_macaque	dog	macaque	662419	117868629	108799	17719628	dog	9.13E-159	1.96E-155	DNA replication	Genetic Information Processing	Replication and repair
dog_VS_macaque	dog	macaque	1176842	117868629	214462	17719628	dog	0	0	DNA replication proteins	Brite Hierarchies	Protein families: genetic information processing
dog_VS_macaque	dog	macaque	23	117868629	15	17719628	dog	4.33E-05	0.029725139	Dilated cardiomyopathy	Human Diseases	Cardiovascular disease
dog_VS_macaque	dog	macaque	25264	117868629	4846	17719628	dog	1.26E-51	2.08E-48	Dioxin degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	5	117868629	20	17719628	dog	5.78E-14	6.31E-11	Domain-containing proteins not elsewhere classified	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	1398	117868629	29	17719628	dog	1.35E-50	2.21E-47	Dopaminergic synapse	Organismal Systems	Nervous system
dog_VS_macaque	dog	macaque	19	117868629	16	17719628	dog	2.46E-06	0.001876079	Dorso-ventral axis formation	Organismal Systems	Development and regeneration
dog_VS_macaque	dog	macaque	36886	117868629	2875	17719628	dog	1.78E-304	4.43E-301	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	408227	117868629	71937	17719628	dog	0	0	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	86	117868629	406	17719628	dog	4.63E-267	1.12E-263	ECM-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
dog_VS_macaque	dog	macaque	20	117868629	41	17719628	dog	2.38E-22	3.06E-19	EGFR tyrosine kinase inhibitor resistance	Human Diseases	Drug resistance: antineoplastic
dog_VS_macaque	dog	macaque	20	117868629	24	17719628	dog	7.48E-11	7.36E-08	Endocrine resistance	Human Diseases	Drug resistance: antineoplastic
dog_VS_macaque	dog	macaque	55	117868629	101	17719628	dog	1.68E-50	2.74E-47	Endocytosis	Cellular Processes	Transport and catabolism
dog_VS_macaque	dog	macaque	16	117868629	14	17719628	dog	7.78E-06	0.005747334	Endometrial cancer	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	254770	117868629	42303	17719628	dog	2.83E-78	5.20E-75	Energy metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	2729202	117868629	402894	17719628	dog	8.31E-28	1.14E-24	Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	1910	117868629	1004	17719628	dog	7.32E-191	1.65E-187	Epstein-Barr virus infection	Human Diseases	Infectious disease: viral
dog_VS_macaque	dog	macaque	18	117868629	31	17719628	dog	4.07E-16	4.71E-13	ErbB signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_macaque	dog	macaque	31359	117868629	4396	17719628	dog	1.24E-05	0.008982151	Estrogen signaling pathway	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	4666	117868629	543	17719628	dog	5.82E-09	5.27E-06	Ether lipid metabolism	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	8175	117868629	550	17719628	dog	8.38E-94	1.61E-90	Ethylbenzene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	1438169	117868629	207868	17719628	dog	2.21E-64	3.93E-61	Exosome	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	13	117868629	33	17719628	dog	1.20E-19	1.47E-16	Fanconi anemia pathway	Genetic Information Processing	Replication and repair
dog_VS_macaque	dog	macaque	26230	117868629	2742	17719628	dog	1.63E-80	3.03E-77	Fat digestion and absorption	Organismal Systems	Digestive system
dog_VS_macaque	dog	macaque	567103	117868629	104480	17719628	dog	0	0	Fatty acid biosynthesis	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	207321	117868629	25248	17719628	dog	9.96E-232	2.33E-228	Fatty acid degradation	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	19	117868629	20	17719628	dog	1.17E-08	1.05E-05	Fc epsilon RI signaling pathway	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	227	117868629	68	17719628	dog	2.49E-06	0.001895667	Fc gamma R-mediated phagocytosis	Organismal Systems	Immune system
dog_VS_macaque	dog	macaque	58630	117868629	14617	17719628	dog	0	0	Ferroptosis	Cellular Processes	Cell growth and death
dog_VS_macaque	dog	macaque	229165	117868629	69864	17719628	dog	0	0	Flagellar assembly	Cellular Processes	Cell motility
dog_VS_macaque	dog	macaque	7548	117868629	438	17719628	dog	6.20E-111	1.23E-107	Flavone and flavonol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	15977	117868629	3977	17719628	dog	9.73E-161	2.10E-157	Flavonoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_macaque	dog	macaque	173572	117868629	41284	17719628	dog	0	0	Fluid shear stress and atherosclerosis	Human Diseases	Cardiovascular disease
dog_VS_macaque	dog	macaque	8189	117868629	521	17719628	dog	7.81E-104	1.53E-100	Fluorobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	113	117868629	429	17719628	dog	1.37E-267	3.32E-264	Focal adhesion	Cellular Processes	Cellular community - eukaryotes
dog_VS_macaque	dog	macaque	495987	117868629	83679	17719628	dog	2.01E-204	4.60E-201	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
dog_VS_macaque	dog	macaque	936168	117868629	129702	17719628	dog	6.19E-172	1.36E-168	Fructose and mannose metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	2088941	117868629	384821	17719628	dog	0	0	Function unknown	Not Included in Pathway or Brite	Poorly characterized
dog_VS_macaque	dog	macaque	969	117868629	53	17719628	dog	1.02E-16	1.20E-13	Furfural degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_macaque	dog	macaque	0	117868629	5	17719628	dog	3.81E-05	0.026227134	G protein-coupled receptors	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	91327	117868629	10714	17719628	dog	5.57E-139	1.16E-135	GABAergic synapse	Organismal Systems	Nervous system
dog_VS_macaque	dog	macaque	884910	117868629	103431	17719628	dog	0	0	Galactose metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	17	117868629	18	17719628	dog	5.98E-08	5.13E-05	Gap junction	Cellular Processes	Cellular community - eukaryotes
dog_VS_macaque	dog	macaque	22	117868629	21	17719628	dog	1.56E-08	1.38E-05	Gastric acid secretion	Organismal Systems	Digestive system
dog_VS_macaque	dog	macaque	608513	117868629	99798	17719628	dog	4.63E-141	9.75E-138	General function prediction only	Not Included in Pathway or Brite	Poorly characterized
dog_VS_macaque	dog	macaque	19668	117868629	1197	17719628	dog	7.87E-266	1.90E-262	Geraniol degradation	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_macaque	dog	macaque	18	117868629	35	17719628	dog	6.57E-19	7.97E-16	Glioma	Human Diseases	Cancer: specific types
dog_VS_macaque	dog	macaque	24049	117868629	2482	17719628	dog	1.48E-78	2.73E-75	Global maps only	Metabolism	Not included in regular maps
dog_VS_macaque	dog	macaque	224439	117868629	28235	17719628	dog	1.53E-183	3.42E-180	Glucagon signaling pathway	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	81958	117868629	10482	17719628	dog	5.58E-57	9.47E-54	Glutamatergic synapse	Organismal Systems	Nervous system
dog_VS_macaque	dog	macaque	186694	117868629	23153	17719628	dog	1.19E-176	2.64E-173	Glutathione metabolism	Metabolism	Metabolism of other amino acids
dog_VS_macaque	dog	macaque	59449	117868629	10418	17719628	dog	1.21E-45	1.91E-42	Glycan metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_macaque	dog	macaque	388111	117868629	45071	17719628	dog	0	0	Glycerolipid metabolism	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	506885	117868629	72397	17719628	dog	1.24E-38	1.86E-35	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
dog_VS_macaque	dog	macaque	1197474	117868629	162387	17719628	dog	0	0	Glycolysis / Gluconeogenesis	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	16179	117868629	2221	17719628	dog	5.18E-05	0.035358985	Glycosaminoglycan binding proteins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	1	117868629	22	17719628	dog	7.26E-19	8.80E-16	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	37	117868629	23	17719628	dog	8.01E-07	0.00063716	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	87234	117868629	12247	17719628	dog	8.85E-13	9.39E-10	Glycosaminoglycan degradation	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	42756	117868629	7007	17719628	dog	3.31E-11	3.31E-08	Glycosphingolipid biosynthesis - ganglio series	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	112	117868629	1	17719628	dog	4.18E-06	0.00314699	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	8	117868629	34	17719628	dog	3.57E-23	4.64E-20	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_macaque	dog	macaque	56881	117868629	7156	17719628	dog	8.40E-48	1.35E-44	Glycosylphosphatidylinositol (GPI)-anchored proteins	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_macaque	dog	macaque	340472	117868629	58693	17719628	dog	3.87E-200	8.83E-197	Glycosyltransferases	Brite Hierarchies	Protein families: metabolism
dog_VS_macaque	dog	macaque	635375	117868629	83828	17719628	dog	3.55E-287	8.75E-284	Glyoxylate and dicarboxylate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_macaque	dog	macaque	16	117868629	29	17719628	dog	1.75E-15	1.99E-12	GnRH secretion	Organismal Systems	Endocrine system
dog_VS_macaque	dog	macaque	245005	117868629	31795	17719628	dog	1.04E-139	2.17E-136	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
